Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Sports Direct,1197831,30-04-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,53.00,100.00,5300.00,3710.00,0.70,Online
Sports Direct,1197831,01-05-2021,South,Tennessee,Knoxville,Men's Apparel,47.00,120.00,5640.00,2876.40,0.51,Online
Sports Direct,1197831,02-05-2021,South,Tennessee,Knoxville,Women's Apparel,42.00,163.00,6846.00,5066.04,0.74,Online
Sports Direct,1197831,03-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,33.00,173.00,5709.00,3254.13,0.57,Online
Sports Direct,1197831,04-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.00,150.00,4800.00,2880.00,0.60,Online
Sports Direct,1197831,05-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,36.00,147.00,5292.00,3069.36,0.58,Online
Sports Direct,1197831,06-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38.00,98.00,3724.00,2606.80,0.70,Online
Sports Direct,1197831,07-05-2021,South,Tennessee,Knoxville,Men's Apparel,32.00,88.00,2816.00,1436.16,0.51,Online
Sports Direct,1197831,08-05-2021,South,Tennessee,Knoxville,Women's Apparel,43.00,131.00,5633.00,3999.43,0.71,Online
Sports Direct,1197831,09-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,29.00,196.00,5684.00,3183.04,0.56,Online
Sports Direct,1197831,10-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,29.00,189.00,5481.00,3069.36,0.56,Online
Sports Direct,1197831,11-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,50.00,174.00,8700.00,4872.00,0.56,Online
Sports Direct,1197831,12-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,52.00,133.00,6916.00,4772.04,0.69,Online
Sports Direct,1197831,13-05-2021,South,Tennessee,Knoxville,Men's Apparel,51.00,113.00,5763.00,3054.39,0.53,Online
Sports Direct,1197831,14-05-2021,South,Tennessee,Knoxville,Women's Apparel,59.00,169.00,9971.00,7079.41,0.71,Online
Sports Direct,1197831,15-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,53.00,200.00,10600.00,6148.00,0.58,Online
Sports Direct,1197831,16-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,51.00,240.00,12240.00,6732.00,0.55,Online
Sports Direct,1197831,17-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,54.00,210.00,11340.00,6237.00,0.55,Online
Sports Direct,1197831,18-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,54.00,149.00,8046.00,5551.74,0.69,Online
Sports Direct,1197831,19-05-2021,South,Tennessee,Knoxville,Men's Apparel,50.00,140.00,7000.00,3500.00,0.50,Online
Sports Direct,1197831,20-05-2021,South,Tennessee,Knoxville,Women's Apparel,61.00,225.00,13725.00,10156.50,0.74,Online
Foot Locker,1185732,21-05-2021,South,Tennessee,Knoxville,Men's Street Footwear,32.00,119.00,3808.00,1904.00,0.50,Online
Foot Locker,1185732,22-05-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32.00,56.00,1792.00,878.08,0.49,Online
Foot Locker,1185732,23-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,24.00,65.00,1560.00,748.80,0.48,Online
Foot Locker,1185732,24-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,27.00,19.00,513.00,271.89,0.53,Online
Foot Locker,1185732,25-05-2021,Midwest,Nebraska,Omaha,Men's Apparel,43.00,35.00,1505.00,677.25,0.45,Online
Foot Locker,1185732,26-05-2021,Midwest,Nebraska,Omaha,Women's Apparel,32.00,68.00,2176.00,1327.36,0.61,Online
Foot Locker,1185732,27-05-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,32.00,119.00,3808.00,2056.32,0.54,Online
Foot Locker,1185732,28-05-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.00,38.00,1254.00,627.00,0.50,Online
Foot Locker,1185732,29-05-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.00,47.00,1081.00,540.50,0.50,Online
Foot Locker,1185732,30-05-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,14.00,406.00,203.00,0.50,Online
Foot Locker,1185732,31-05-2021,Midwest,Nebraska,Omaha,Men's Apparel,41.00,31.00,1271.00,622.79,0.49,Online
Foot Locker,1185732,01-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,32.00,60.00,1920.00,1190.40,0.62,Online
Foot Locker,1185732,02-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,122.00,4636.00,2503.44,0.54,Online
Foot Locker,1185732,03-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39.00,26.00,1014.00,466.44,0.46,Online
Foot Locker,1185732,04-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,39.00,1131.00,565.50,0.50,Online
Foot Locker,1185732,05-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,0.00,0.00,0.00,0.55,Online
Foot Locker,1185732,06-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,13.00,585.00,274.95,0.47,Online
Foot Locker,1185732,07-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,37.00,38.00,1406.00,857.66,0.61,Online
Foot Locker,1185732,08-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,105.00,3990.00,2114.70,0.53,Online
Foot Locker,1185732,09-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.00,23.00,736.00,331.20,0.45,Online
Foot Locker,1185732,10-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,23.00,21.00,483.00,217.35,0.45,Online
Foot Locker,1185732,11-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,0.00,0.00,0.00,0.53,Online
Foot Locker,1185732,12-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,42.00,6.00,252.00,120.96,0.48,Online
Foot Locker,1185732,13-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,34.00,39.00,1326.00,822.12,0.62,Online
Foot Locker,1185732,14-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,44.00,118.00,5192.00,2803.68,0.54,Online
Foot Locker,1185732,15-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,38.00,33.00,1254.00,627.00,0.50,Online
Foot Locker,1185732,16-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,32.00,30.00,960.00,460.80,0.48,Online
Foot Locker,1185732,17-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,34.00,7.00,238.00,126.14,0.53,Online
Foot Locker,1185732,18-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,46.00,13.00,598.00,275.08,0.46,Online
Foot Locker,1185732,19-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,51.00,41.00,2091.00,1296.42,0.62,Online
Foot Locker,1185732,20-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.00,120.00,4320.00,2289.60,0.53,Online
Foot Locker,1185732,21-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32.00,45.00,1440.00,720.00,0.50,Online
Foot Locker,1185732,22-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,27.00,46.00,1242.00,558.90,0.45,Online
Foot Locker,1185732,23-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,39.00,1053.00,568.62,0.54,Online
Foot Locker,1185732,24-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,42.00,42.00,1764.00,882.00,0.50,Online
Foot Locker,1185732,25-06-2021,Midwest,Nebraska,Omaha,Women's Apparel,49.00,85.00,4165.00,2582.30,0.62,Online
Foot Locker,1185732,26-06-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,43.00,165.00,7095.00,3618.45,0.51,Online
Foot Locker,1185732,27-06-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,37.00,81.00,2997.00,1348.65,0.45,Online
Foot Locker,1185732,28-06-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,34.00,63.00,2142.00,963.90,0.45,Online
Foot Locker,1185732,29-06-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,46.00,1518.00,789.36,0.52,Online
Foot Locker,1185732,30-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,41.00,44.00,1804.00,883.96,0.49,Online
Foot Locker,1185732,01-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,49.00,91.00,4459.00,2809.17,0.63,Online
Foot Locker,1185732,02-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,41.00,145.00,5945.00,3150.85,0.53,Online
Foot Locker,1185732,03-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,42.00,80.00,3360.00,1646.40,0.49,Online
Foot Locker,1185732,04-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,36.00,52.00,1872.00,898.56,0.48,Online
Foot Locker,1185732,05-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,38.00,1102.00,562.02,0.51,Online
Foot Locker,1185732,06-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,37.00,27.00,999.00,479.52,0.48,Online
Foot Locker,1185732,07-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,44.00,69.00,3036.00,1821.60,0.60,Online
Foot Locker,1185732,08-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,112.00,4256.00,2298.24,0.54,Online
Foot Locker,1185732,09-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33.00,56.00,1848.00,850.08,0.46,Online
Foot Locker,1185732,10-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,18.00,25.00,450.00,216.00,0.48,Online
Foot Locker,1185732,11-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,19.00,23.00,437.00,227.24,0.52,Online
Foot Locker,1185732,12-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,29.00,21.00,609.00,292.32,0.48,Online
Foot Locker,1185732,13-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,34.00,39.00,1326.00,822.12,0.62,Online
Foot Locker,1185732,14-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36.00,94.00,3384.00,1827.36,0.54,Online
Foot Locker,1185732,15-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,41.00,1189.00,546.94,0.46,Online
Foot Locker,1185732,16-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,14.00,406.00,203.00,0.50,Online
Foot Locker,1185732,17-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29.00,7.00,203.00,107.59,0.53,Online
Foot Locker,1185732,18-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,37.00,7.00,259.00,124.32,0.48,Online
Foot Locker,1185732,19-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,44.00,38.00,1672.00,1053.36,0.63,Online
Foot Locker,1185732,20-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,37.00,84.00,3108.00,1678.32,0.54,Online
Foot Locker,1185732,21-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,41.00,1189.00,546.94,0.46,Online
Foot Locker,1185732,22-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,29.00,25.00,725.00,340.75,0.47,Online
Foot Locker,1185732,23-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,27.00,36.00,972.00,534.60,0.55,Online
Foot Locker,1185732,24-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,48.00,27.00,1296.00,583.20,0.45,Online
Foot Locker,1185732,25-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,53.00,58.00,3074.00,1905.88,0.62,Online
Foot Locker,1185732,26-07-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,49.00,117.00,5733.00,2866.50,0.50,Online
Foot Locker,1185732,27-07-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,36.00,63.00,2268.00,1134.00,0.50,Online
Foot Locker,1185732,28-07-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,39.00,60.00,2340.00,1146.60,0.49,Online
Foot Locker,1185732,29-07-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,38.00,38.00,1444.00,794.20,0.55,Online
Foot Locker,1185732,30-07-2021,Midwest,Nebraska,Omaha,Men's Apparel,45.00,39.00,1755.00,842.40,0.48,Online
Foot Locker,1185732,31-07-2021,Midwest,Nebraska,Omaha,Women's Apparel,54.00,65.00,3510.00,2176.20,0.62,Online
Sports Direct,1197831,01-08-2021,Midwest,Nebraska,Omaha,Men's Street Footwear,19.00,203.00,3857.00,2044.21,0.53,Online
Sports Direct,1197831,02-08-2021,Midwest,Nebraska,Omaha,Men's Athletic Footwear,29.00,196.00,5684.00,3069.36,0.54,Online
Sports Direct,1197831,03-08-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,28.00,138.00,3864.00,2125.20,0.55,Online
Sports Direct,1197831,04-08-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33.00,138.00,4554.00,2914.56,0.64,Online
Sports Direct,1197831,05-08-2021,South,Alabama,Birmingham,Men's Apparel,37.00,88.00,3256.00,1562.88,0.48,Online
Sports Direct,1197831,06-08-2021,South,Alabama,Birmingham,Women's Apparel,32.00,138.00,4416.00,3091.20,0.70,Online
Sports Direct,1197831,07-08-2021,South,Alabama,Birmingham,Men's Street Footwear,24.00,156.00,3744.00,2021.76,0.54,Online
Sports Direct,1197831,08-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,33.00,174.00,5742.00,3100.68,0.54,Online
Sports Direct,1197831,09-08-2021,South,Alabama,Birmingham,Women's Street Footwear,32.00,128.00,4096.00,2129.92,0.52,Online
Sports Direct,1197831,10-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.00,98.00,3136.00,1944.32,0.62,Online
Sports Direct,1197831,11-08-2021,South,Alabama,Birmingham,Men's Apparel,38.00,68.00,2584.00,1240.32,0.48,Online
Sports Direct,1197831,12-08-2021,South,Alabama,Birmingham,Women's Apparel,33.00,126.00,4158.00,2785.86,0.67,Online
Sports Direct,1197831,13-08-2021,South,Alabama,Birmingham,Men's Street Footwear,28.00,163.00,4564.00,2510.20,0.55,Online
Sports Direct,1197831,14-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,36.00,188.00,6768.00,3722.40,0.55,Online
Sports Direct,1197831,15-08-2021,South,Alabama,Birmingham,Women's Street Footwear,27.00,117.00,3159.00,1832.22,0.58,Online
Sports Direct,1197831,16-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,33.00,105.00,3465.00,2356.20,0.68,Online
Sports Direct,1197831,17-08-2021,South,Alabama,Birmingham,Men's Apparel,37.00,73.00,2701.00,1350.50,0.50,Online
Sports Direct,1197831,18-08-2021,South,Alabama,Birmingham,Women's Apparel,34.00,104.00,3536.00,2652.00,0.75,Online
Sports Direct,1197831,19-08-2021,South,Alabama,Birmingham,Men's Street Footwear,19.00,195.00,3705.00,2148.90,0.58,Online
Sports Direct,1197831,20-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,189.00,3591.00,2082.78,0.58,Online
Sports Direct,1197831,21-08-2021,South,Alabama,Birmingham,Women's Street Footwear,14.00,119.00,1666.00,982.94,0.59,Online
Sports Direct,1197831,22-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,18.00,113.00,2034.00,1342.44,0.66,Online
Sports Direct,1197831,23-08-2021,South,Alabama,Birmingham,Men's Apparel,23.00,74.00,1702.00,902.06,0.53,Online
Sports Direct,1197831,24-08-2021,South,Alabama,Birmingham,Women's Apparel,20.00,149.00,2980.00,2235.00,0.75,Online
Sports Direct,1197831,25-08-2021,South,Alabama,Birmingham,Men's Street Footwear,9.00,203.00,1827.00,1077.93,0.59,Online
Sports Direct,1197831,26-08-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,189.00,3591.00,2118.69,0.59,Online
Sports Direct,1197831,27-08-2021,South,Alabama,Birmingham,Women's Street Footwear,15.00,173.00,2595.00,1453.20,0.56,Online
Sports Direct,1197831,28-08-2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.00,135.00,4590.00,3121.20,0.68,Online
Sports Direct,1197831,29-08-2021,South,Alabama,Birmingham,Men's Apparel,49.00,120.00,5880.00,3175.20,0.54,Online
Sports Direct,1197831,30-08-2021,South,Alabama,Birmingham,Women's Apparel,43.00,203.00,8729.00,6284.88,0.72,Online
Sports Direct,1197831,31-08-2021,South,Alabama,Birmingham,Men's Street Footwear,43.00,203.00,8729.00,4800.95,0.55,Online
Sports Direct,1197831,01-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.00,203.00,9947.00,5570.32,0.56,Online
Sports Direct,1197831,02-09-2021,South,Alabama,Birmingham,Women's Street Footwear,44.00,189.00,8316.00,4906.44,0.59,Online
Sports Direct,1197831,03-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,41.00,180.00,7380.00,5092.20,0.69,Online
Sports Direct,1197831,04-09-2021,South,Alabama,Birmingham,Men's Apparel,49.00,145.00,7105.00,3907.75,0.55,Online
Sports Direct,1197831,05-09-2021,South,Alabama,Birmingham,Women's Apparel,50.00,245.00,12250.00,8820.00,0.72,Online
Sports Direct,1197831,06-09-2021,South,Alabama,Birmingham,Men's Street Footwear,44.00,206.00,9064.00,5800.96,0.64,Online
Sports Direct,1197831,07-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,49.00,215.00,10535.00,6742.40,0.64,Online
Sports Direct,1197831,08-09-2021,South,Alabama,Birmingham,Women's Street Footwear,41.00,254.00,10414.00,6560.82,0.63,Online
Sports Direct,1197831,09-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.00,173.00,7612.00,5632.88,0.74,Online
Sports Direct,1197831,10-09-2021,South,Alabama,Birmingham,Men's Apparel,45.00,131.00,5895.00,3419.10,0.58,Online
Sports Direct,1197831,11-09-2021,South,Alabama,Birmingham,Women's Apparel,56.00,240.00,13440.00,10752.00,0.80,Online
Sports Direct,1197831,12-09-2021,South,Alabama,Birmingham,Men's Street Footwear,38.00,225.00,8550.00,5215.50,0.61,Online
Sports Direct,1197831,13-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,52.00,210.00,10920.00,7098.00,0.65,Online
Sports Direct,1197831,14-09-2021,South,Alabama,Birmingham,Women's Street Footwear,51.00,268.00,13668.00,8200.80,0.60,Online
Sports Direct,1197831,15-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,46.00,119.00,5474.00,3886.54,0.71,Online
Sports Direct,1197831,16-09-2021,South,Alabama,Birmingham,Men's Apparel,50.00,123.00,6150.00,3628.50,0.59,Online
Sports Direct,1197831,17-09-2021,South,Alabama,Birmingham,Women's Apparel,59.00,182.00,10738.00,8268.26,0.77,Online
Sports Direct,1197831,18-09-2021,South,Alabama,Birmingham,Men's Street Footwear,51.00,175.00,8925.00,5355.00,0.60,Online
Sports Direct,1197831,19-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,50.00,144.00,7200.00,4536.00,0.63,Online
Sports Direct,1197831,20-09-2021,South,Alabama,Birmingham,Women's Street Footwear,59.00,188.00,11092.00,6987.96,0.63,Online
Sports Direct,1197831,21-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,58.00,95.00,5510.00,3912.10,0.71,Online
Sports Direct,1197831,22-09-2021,South,Alabama,Birmingham,Men's Apparel,41.00,88.00,3608.00,2056.56,0.57,Online
Sports Direct,1197831,23-09-2021,South,Alabama,Birmingham,Women's Apparel,37.00,150.00,5550.00,4273.50,0.77,Online
Sports Direct,1197831,24-09-2021,South,Alabama,Birmingham,Men's Street Footwear,29.00,131.00,3799.00,2279.40,0.60,Online
Sports Direct,1197831,25-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,29.00,158.00,4582.00,2886.66,0.63,Online
Sports Direct,1197831,26-09-2021,South,Alabama,Birmingham,Women's Street Footwear,32.00,124.00,3968.00,2380.80,0.60,Online
Sports Direct,1197831,27-09-2021,South,Alabama,Birmingham,Women's Athletic Footwear,32.00,91.00,2912.00,2125.76,0.73,Online
Sports Direct,1197831,28-09-2021,South,Alabama,Birmingham,Men's Apparel,29.00,78.00,2262.00,1357.20,0.60,Online
Sports Direct,1197831,29-09-2021,South,Alabama,Birmingham,Women's Apparel,36.00,143.00,5148.00,3861.00,0.75,Online
Sports Direct,1197831,30-09-2021,South,Alabama,Birmingham,Men's Street Footwear,18.00,169.00,3042.00,1946.88,0.64,Online
Sports Direct,1197831,01-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,19.00,169.00,3211.00,1958.71,0.61,Online
Sports Direct,1197831,02-10-2021,South,Alabama,Birmingham,Women's Street Footwear,43.00,144.00,6192.00,3962.88,0.64,Online
Sports Direct,1197831,03-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,44.00,131.00,5764.00,4207.72,0.73,Online
Sports Direct,1197831,04-10-2021,South,Alabama,Birmingham,Men's Apparel,48.00,111.00,5328.00,3143.52,0.59,Online
Sports Direct,1197831,05-10-2021,South,Alabama,Birmingham,Women's Apparel,56.00,188.00,10528.00,8317.12,0.79,Online
Sports Direct,1197831,06-10-2021,South,Alabama,Birmingham,Men's Street Footwear,56.00,233.00,13048.00,8220.24,0.63,Online
Sports Direct,1197831,07-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,58.00,225.00,13050.00,8352.00,0.64,Online
Sports Direct,1197831,08-10-2021,South,Alabama,Birmingham,Women's Street Footwear,64.00,175.00,11200.00,6944.00,0.62,Online
Sports Direct,1197831,09-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,63.00,143.00,9009.00,6756.75,0.75,Online
Sports Direct,1197831,10-10-2021,South,Alabama,Birmingham,Men's Apparel,58.00,145.00,8410.00,4709.60,0.56,Online
Sports Direct,1197831,11-10-2021,South,Alabama,Birmingham,Women's Apparel,68.00,203.00,13804.00,11043.20,0.80,Online
Amazon,1185732,12-10-2021,South,Alabama,Birmingham,Men's Street Footwear,38.00,117.00,4446.00,2223.00,0.50,Online
Amazon,1185732,13-10-2021,South,Alabama,Birmingham,Men's Athletic Footwear,38.00,75.00,2850.00,1311.00,0.46,Online
Amazon,1185732,14-10-2021,South,Alabama,Birmingham,Women's Street Footwear,28.00,63.00,1764.00,917.28,0.52,Online
Amazon,1185732,15-10-2021,South,Alabama,Birmingham,Women's Athletic Footwear,34.00,28.00,952.00,390.32,0.41,Online
Amazon,1185732,16-10-2021,Northeast,Maine,Portland,Men's Apparel,47.00,42.00,1974.00,769.86,0.39,Online
Amazon,1185732,17-10-2021,Northeast,Maine,Portland,Women's Apparel,38.00,68.00,2584.00,1343.68,0.52,Online
Amazon,1185732,18-10-2021,Northeast,Maine,Portland,Men's Street Footwear,38.00,140.00,5320.00,2606.80,0.49,Online
Amazon,1185732,19-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,38.00,45.00,1710.00,803.70,0.47,Online
Amazon,1185732,20-10-2021,Northeast,Maine,Portland,Women's Street Footwear,29.00,60.00,1740.00,922.20,0.53,Online
Amazon,1185732,21-10-2021,Northeast,Maine,Portland,Women's Athletic Footwear,34.00,19.00,646.00,271.32,0.42,Online
Amazon,1185732,22-10-2021,Northeast,Maine,Portland,Men's Apparel,46.00,45.00,2070.00,807.30,0.39,Online
Amazon,1185732,23-10-2021,Northeast,Maine,Portland,Women's Apparel,37.00,63.00,2331.00,1188.81,0.51,Online
Amazon,1185732,24-10-2021,Northeast,Maine,Portland,Men's Street Footwear,39.00,127.00,4953.00,2426.97,0.49,Online
Amazon,1185732,25-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,39.00,46.00,1794.00,879.06,0.49,Online
Amazon,1185732,26-10-2021,Northeast,Maine,Portland,Women's Street Footwear,27.00,52.00,1404.00,772.20,0.55,Online
Amazon,1185732,27-10-2021,Northeast,Maine,Portland,Women's Athletic Footwear,32.00,13.00,416.00,166.40,0.40,Online
Amazon,1185732,28-10-2021,Northeast,Maine,Portland,Men's Apparel,49.00,29.00,1421.00,511.56,0.36,Online
Amazon,1185732,29-10-2021,Northeast,Maine,Portland,Women's Apparel,36.00,50.00,1800.00,990.00,0.55,Online
Amazon,1185732,30-10-2021,Northeast,Maine,Portland,Men's Street Footwear,37.00,122.00,4514.00,2166.72,0.48,Online
Amazon,1185732,31-10-2021,Northeast,Maine,Portland,Men's Athletic Footwear,37.00,44.00,1628.00,765.16,0.47,Online
Amazon,1185732,01-11-2021,Northeast,Maine,Portland,Women's Street Footwear,27.00,44.00,1188.00,641.52,0.54,Online
Amazon,1185732,02-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,33.00,21.00,693.00,277.20,0.40,Online
Amazon,1185732,03-11-2021,Northeast,Maine,Portland,Men's Apparel,47.00,20.00,940.00,357.20,0.38,Online
Amazon,1185732,04-11-2021,Northeast,Maine,Portland,Women's Apparel,39.00,63.00,2457.00,1253.07,0.51,Online
Amazon,1185732,05-11-2021,Northeast,Maine,Portland,Men's Street Footwear,52.00,144.00,7488.00,3369.60,0.45,Online
Amazon,1185732,06-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.00,60.00,2880.00,1440.00,0.50,Online
Amazon,1185732,07-11-2021,Northeast,Maine,Portland,Women's Street Footwear,42.00,47.00,1974.00,1065.96,0.54,Online
Amazon,1185732,08-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.00,34.00,1394.00,557.60,0.40,Online
Amazon,1185732,09-11-2021,Northeast,Maine,Portland,Men's Apparel,51.00,42.00,2142.00,792.54,0.37,Online
Amazon,1185732,10-11-2021,Northeast,Maine,Portland,Women's Apparel,56.00,72.00,4032.00,2136.96,0.53,Online
Amazon,1185732,11-11-2021,Northeast,Maine,Portland,Men's Street Footwear,54.00,158.00,8532.00,4010.04,0.47,Online
Amazon,1185732,12-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,48.00,77.00,3696.00,1811.04,0.49,Online
Amazon,1185732,13-11-2021,Northeast,Maine,Portland,Women's Street Footwear,42.00,58.00,2436.00,1242.36,0.51,Online
Amazon,1185732,14-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,41.00,51.00,2091.00,878.22,0.42,Online
Amazon,1185732,15-11-2021,Northeast,Maine,Portland,Men's Apparel,50.00,53.00,2650.00,954.00,0.36,Online
Amazon,1185732,16-11-2021,Northeast,Maine,Portland,Women's Apparel,56.00,85.00,4760.00,2427.60,0.51,Online
Amazon,1185732,17-11-2021,Northeast,Maine,Portland,Men's Street Footwear,51.00,143.00,7293.00,3573.57,0.49,Online
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Men's Athletic Footwear,46.00,84.00,3864.00,1854.72,0.48,Online
Amazon,1185732,19-11-2021,Northeast,Maine,Portland,Women's Street Footwear,43.00,63.00,2709.00,1489.95,0.55,Online
Amazon,1185732,20-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,43.00,44.00,1892.00,775.72,0.41,Online
Amazon,1185732,21-11-2021,Northeast,Maine,Portland,Men's Apparel,53.00,60.00,3180.00,1208.40,0.38,Online
Amazon,1185732,20-12-2021,Northeast,Maine,Portland,Women's Apparel,58.00,113.00,6554.00,3539.16,0.54,Online
Amazon,1185732,21-12-2021,Northeast,Maine,Portland,Men's Street Footwear,50.00,147.00,7350.00,3381.00,0.46,Online
Amazon,1185732,22-12-2021,Northeast,Maine,Portland,Men's Athletic Footwear,49.00,90.00,4410.00,2072.70,0.47,Online
Amazon,1185732,23-12-2021,Northeast,Maine,Portland,Women's Street Footwear,41.00,68.00,2788.00,1394.00,0.50,Online
